CD_LOJA;CD_MERCADORIA;ST_LIBERA_SEM_ESTOQUE;DS_CURVA_ABC;NR_QTDE_PONTO_RESSUPRIMENTO;NR_QTDE_ESTOQUE_SEGURANCA;NR_QTDE_ESTOQUE;NR_QTDE_RESERVA;DT_UltimaAlteracao;UsuarioUltimaAlteracao;ST_MERCADORIA_COMPRADA
-------;-------------;---------------------;------------;---------------------------;-------------------------;---------------;---------------;------------------;----------------------;----------------------
1;1;N;;.0000000000;.0000000000;6044.0000000000;2.0000000000;2017-05-30 11:17:15.957;ORANGE;
1;2;S;;20.0000000000;20.0000000000;100.2000000000;.0000000000;2018-02-06 11:15:41.000;ORANGE;
1;3;S;;.0000000000;.0000000000;103.0000000000;3.0000000000;2017-09-20 10:53:37.950;ORANGE;
1;4;S;;20.0000000000;20.0000000000;-21.0000000000;1.0000000000;2017-09-20 15:45:29.627;ORANGE;
1;5;N;;.0000000000;.0000000000;9.0000000000;.0000000000;2017-09-20 14:27:33.360;ORANGE;
1;6;S;;20.0000000000;1.0000000000;-10.0000000000;.0000000000;2017-09-20 15:45:29.640;ORANGE;
1;7;S;;20.0000000000;20.0000000000;-8.0000000000;.0000000000;2017-09-20 10:46:01.370;ORANGE;
1;8;S;;20.0000000000;20.0000000000;-1.0000000000;99.0000000000;2017-10-25 16:11:48.763;ORANGE;
1;9;S;;20.0000000000;20.0000000000;1.0000000000;1.0000000000;2017-09-15 14:24:51.850;GRACILENE;
1;10;N;;20.0000000000;20.0000000000;-835.0000000000;17.0000000000;2017-10-10 10:08:03.810;ORANGE;
1;11;N;;20.0000000000;11.0000000000;2.0000000000;.0000000000;2017-11-03 11:24:33.000;ORANGE;
1;12;S;;50.0000000000;103.0000000000;.0000000000;1.0000000000;2016-01-07 16:29:12.550;ORANGE;
1;13;S;;50.0000000000;28.0000000000;-2.0000000000;.0000000000;2017-09-14 16:02:55.017;ORANGE;
1;14;S;B;50.0000000000;1.0000000000;-4.0000000000;.0000000000;2018-01-29 16:14:05.627;ORANGE;
1;15;S;C;70.0000000000;22.0000000000;1670.0000000000;1.0000000000;2018-03-08 11:18:44.000;ORANGE;
1;16;S;;70.0000000000;3.0000000000;2.0000000000;1.0000000000;2017-10-23 10:50:56.003;ORANGE;
1;17;S;A;10.0000000000;1.0000000000;-1.0000000000;1.0000000000;2017-12-28 11:50:00.803;GRACILENE;
1;18;S;;40.0000000000;7.0000000000;-1.0000000000;.0000000000;2017-09-14 16:02:55.200;ORANGE;
1;19;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2015-12-24 12:00:34.000;ORANGE;
1;20;S;;40.0000000000;15.0000000000;2769.0000000000;.0000000000;2018-03-15 18:42:45.610;ORANGE;
1;21;S;;50.0000000000;20.0000000000;28.0000000000;.0000000000;2017-10-17 11:56:23.187;ORANGE;
1;22;S;;50.0000000000;20.0000000000;.0000000000;.0000000000;2017-10-25 15:42:29.827;ORANGE;
1;23;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2011-07-05 15:37:11.000;ORANGE;
1;24;S;C;50.0000000000;1.0000000000;-1.0000000000;.0000000000;2017-12-28 11:50:02.207;GRACILENE;
1;25;S;;36.0000000000;11.0000000000;2.0000000000;.0000000000;2008-06-06 13:45:35.700;GRACILENE;
1;26;S;;36.0000000000;118.0000000000;-347.0000000000;.0000000000;2017-09-13 09:30:55.670;ORANGE;
1;27;S;A;.0000000000;1.0000000000;.0000000000;.0000000000;2017-12-28 11:50:03.020;GRACILENE;
1;28;S;;20.0000000000;20.0000000000;2.0000000000;.0000000000;2008-07-01 10:49:03.937;GRACILENE;
1;29;S;C;20.0000000000;1.0000000000;2.0000000000;.0000000000;2007-05-03 09:07:02.973;GRACILENE;
1;30;S;;20.0000000000;1.0000000000;2.0000000000;.0000000000;2007-05-03 09:05:51.800;GRACILENE;
1;31;S;;20.0000000000;2.0000000000;-198.0000000000;.0000000000;2016-04-15 10:19:42.430;ORANGE;
1;32;S;;20.0000000000;20.0000000000;7.0000000000;.0000000000;2018-03-01 17:17:30.163;ORANGE;
1;33;S;;17.0000000000;12.0000000000;1.0000000000;.0000000000;2017-10-05 12:28:58.923;GRACILENE;
1;34;S;A;20.0000000000;2.0000000000;2.0000000000;.0000000000;2006-12-02 09:16:51.640;GRACILENE;
1;35;S;C;20.0000000000;4.0000000000;-151.0000000000;.0000000000;2018-03-05 16:30:34.057;ORANGE;
1;36;S;C;.0000000000;1.0000000000;-2.0000000000;.0000000000;2017-12-28 11:50:05.250;GRACILENE;
1;37;S;;.0000000000;.0000000000;2.0000000000;.0000000000;2012-05-23 11:40:33.670;ORANGE;
1;38;S;;.0000000000;.0000000000;-1330.0000000000;.0000000000;2018-03-06 11:11:55.813;ORANGE;
1;39;S;;.0000000000;.0000000000;-10.0000000000;.0000000000;2017-12-28 11:50:04.517;GRACILENE;
1;40;S;;20.0000000000;2.0000000000;-67.0000000000;.0000000000;2017-05-23 10:45:21.230;ORANGE;
1;41;S;;.0000000000;1.0000000000;-2.0000000000;.0000000000;2017-09-20 10:53:37.990;ORANGE;
1;42;S;;20.0000000000;2.0000000000;-6.0000000000;.0000000000;2017-10-04 17:30:49.420;ORANGE;
1;43;S;;20.0000000000;2.0000000000;2.0000000000;.0000000000;2013-11-20 11:29:08.980;ORANGE;
1;44;S;;20.0000000000;2.0000000000;.0000000000;.0000000000;2017-10-05 12:28:58.977;GRACILENE;
1;45;S;C;20.0000000000;4.0000000000;42.0000000000;.0000000000;2017-12-13 11:56:22.000;ORANGE;
1;46;S;;20.0000000000;2.0000000000;2.0000000000;.0000000000;2009-03-30 15:15:44.300;GRACILENE;
1;47;S;;20.0000000000;40.0000000000;37.0000000000;.0000000000;2017-10-05 12:28:58.993;GRACILENE;
1;48;S;;.0000000000;.0000000000;2.0000000000;.0000000000;2009-01-13 12:28:59.747;GRACILENE;
1;49;S;;20.0000000000;2.0000000000;-94.0000000000;.0000000000;2015-08-17 11:55:04.710;ORANGE;
1;50;N;;.0000000000;.0000000000;61.0000000000;6.0000000000;2017-09-26 15:22:15.530;ORANGE;
1;51;N;;20.0000000000;2.0000000000;5.0000000000;.0000000000;2017-08-04 15:41:16.830;ORANGE;
1;52;S;;20.0000000000;2.0000000000;2.0000000000;.0000000000;2006-12-19 12:22:47.267;GRACILENE;
1;53;S;;2.0000000000;2.0000000000;2.0000000000;.0000000000;2014-04-10 10:47:26.720;maria;
1;54;S;B;20.0000000000;1.0000000000;65.0000000000;.0000000000;2018-04-10 11:03:23.553;ORANGE;
1;55;S;;20.0000000000;2.0000000000;385.2000000000;.0000000000;2016-09-20 09:18:12.637;ORANGE;
1;56;S;;20.0000000000;3.0000000000;-2.0000000000;.0000000000;2017-09-28 09:29:14.030;ORANGE;
1;57;S;;20.0000000000;2.0000000000;9.0000000000;.0000000000;2016-09-20 09:18:12.730;ORANGE;
1;58;S;;20.0000000000;2.0000000000;-2.0000000000;.0000000000;2016-09-16 10:32:48.343;ORANGE;
1;59;S;;20.0000000000;2.0000000000;1.0000000000;.0000000000;2016-09-20 09:18:12.763;ORANGE;
1;60;S;;20.0000000000;2.0000000000;-2.0000000000;.0000000000;2016-09-20 09:18:12.800;ORANGE;
1;61;S;;20.0000000000;2.0000000000;-2.0000000000;.0000000000;2016-09-20 09:18:12.843;ORANGE;
1;62;S;;20.0000000000;2.0000000000;-1.0000000000;.0000000000;2017-10-04 17:43:26.970;ORANGE;
1;63;S;C;20.0000000000;1.0000000000;-2.0000000000;.0000000000;2017-12-28 11:50:06.950;GRACILENE;
1;64;S;;20.0000000000;2.0000000000;2.0000000000;.0000000000;2009-09-25 17:39:11.043;GRACILENE;
1;65;S;C;20.0000000000;12.0000000000;-41.0000000000;.0000000000;2018-04-11 11:47:12.090;ORANGE;
1;66;S;;20.0000000000;1.0000000000;1.0000000000;.0000000000;2017-10-05 12:28:59.027;GRACILENE;
1;67;S;;20.0000000000;3.0000000000;1.0000000000;.0000000000;2018-03-15 18:42:10.800;ORANGE;
1;68;S;;20.0000000000;2.0000000000;-4.0000000000;.0000000000;2018-03-08 16:05:18.900;ORANGE;
1;69;S;;20.0000000000;2.0000000000;2.0000000000;.0000000000;2015-03-18 15:28:12.090;ORANGE;
1;70;S;;20.0000000000;34.0000000000;2.0000000000;.0000000000;2008-04-14 12:11:03.670;GRACILENE;
1;71;S;;20.0000000000;2.0000000000;12.0000000000;.0000000000;2017-10-11 15:01:54.107;ORANGE;
1;72;S;;.0000000000;.0000000000;1.0000000000;.0000000000;2015-10-08 11:51:02.453;ORANGE;
1;73;S;;.0000000000;.0000000000;2.0000000000;.0000000000;2009-08-21 17:47:53.840;GRACILENE;
1;74;S;;20.0000000000;2.0000000000;1.0000000000;.0000000000;2017-10-23 14:48:39.810;ORANGE;
1;75;S;;20.0000000000;2.0000000000;4.0000000000;.0000000000;2018-03-01 15:58:37.370;ORANGE;
1;76;S;;20.0000000000;2.0000000000;2.0000000000;.0000000000;2009-09-16 10:07:07.403;GRACILENE;
1;77;S;;20.0000000000;2.0000000000;2.0000000000;.0000000000;2011-05-25 10:45:33.513;ORANGE;
1;78;S;;20.0000000000;5.0000000000;81.0000000000;.0000000000;2018-03-01 16:27:53.300;ORANGE;
1;79;S;;20.0000000000;3.0000000000;2.0000000000;.0000000000;2009-09-10 18:17:04.220;GRACILENE;
1;80;S;;20.0000000000;10.0000000000;-3.0000000000;.0000000000;2016-04-14 15:20:03.843;ORANGE;
1;81;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2011-10-17 14:33:17.857;ORANGE;
1;82;S;;20.0000000000;10.0000000000;-1.0000000000;.0000000000;2018-03-05 17:33:13.973;ORANGE;
1;83;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2011-10-17 14:33:17.920;ORANGE;
1;84;S;C;50.0000000000;2.0000000000;21.0000000000;.0000000000;2018-01-31 16:06:49.823;ORANGE;
1;85;S;A;50.0000000000;6.0000000000;-4.0000000000;.0000000000;2018-03-01 17:34:24.860;ORANGE;
1;86;S;C;50.0000000000;1.0000000000;1.0000000000;.0000000000;2017-12-28 11:54:55.313;GRACILENE;
1;87;S;C;50.0000000000;2.0000000000;-25.0000000000;.0000000000;2017-12-28 11:54:55.327;GRACILENE;
1;88;S;C;52.0000000000;1.0000000000;1.0000000000;.0000000000;2017-12-28 11:54:55.360;GRACILENE;
1;89;S;C;20.0000000000;1.0000000000;-3.0000000000;.0000000000;2017-12-28 11:54:55.383;GRACILENE;
1;90;S;B;120.0000000000;1.0000000000;-49.0000000000;.0000000000;2017-12-28 11:54:55.400;GRACILENE;
1;91;S;C;100.0000000000;1.0000000000;1.0000000000;.0000000000;2017-12-28 11:54:55.413;GRACILENE;
1;92;S;C;100.0000000000;1.0000000000;1.0000000000;.0000000000;2017-12-28 11:54:55.440;GRACILENE;
1;93;S;B;100.0000000000;1.0000000000;1.0000000000;.0000000000;2017-12-28 11:54:55.460;GRACILENE;
1;94;S;B;100.0000000000;1.0000000000;-1.0000000000;.0000000000;2017-12-28 11:54:55.510;GRACILENE;
1;95;S;B;100.0000000000;1.0000000000;1.0000000000;.0000000000;2017-12-28 11:54:55.550;GRACILENE;
1;96;S;B;10.0000000000;1.0000000000;-19.0000000000;.0000000000;2018-04-11 11:47:12.190;ORANGE;
1;97;S;A;7.0000000000;1.0000000000;1.0000000000;.0000000000;2017-12-28 11:54:55.587;GRACILENE;
1;98;S;B;20.0000000000;2.0000000000;-4.0000000000;.0000000000;2018-03-06 14:17:27.717;ORANGE;
1;99;S;;20.0000000000;21.0000000000;2.0000000000;.0000000000;2011-12-19 11:09:00.467;ORANGE;
1;100;S;;20.0000000000;5.0000000000;-15.9000000000;.0000000000;2017-08-02 11:28:46.600;ORANGE;
1;101;S;;6.0000000000;1.0000000000;4.0000000000;.0000000000;2017-08-02 11:28:46.613;ORANGE;
1;102;S;;20.0000000000;3.0000000000;2.0000000000;.0000000000;2014-10-08 08:47:09.197;ORANGE;
1;103;S;;10.0000000000;3.0000000000;2.0000000000;.0000000000;2009-11-20 18:49:06.170;ORANGE;
1;104;S;;100.0000000000;20.0000000000;2.0000000000;.0000000000;2009-11-25 16:09:48.560;ORANGE;
1;105;S;;100.0000000000;50.0000000000;2.0000000000;.0000000000;2012-05-23 14:51:10.780;ORANGE;
1;106;S;;15.0000000000;2.0000000000;2.0000000000;.0000000000;2006-11-29 11:06:32.060;ORANGE;
1;107;S;;50.0000000000;10.0000000000;2.0000000000;.0000000000;2008-03-18 09:33:34.513;GRACILENE;
1;108;S;;80.0000000000;40.0000000000;2.0000000000;.0000000000;2006-11-29 11:06:32.060;ORANGE;
1;109;S;;80.0000000000;40.0000000000;2.0000000000;.0000000000;2009-01-29 15:33:49.467;GRACILENE;
1;110;S;;80.0000000000;40.0000000000;2.0000000000;.0000000000;2011-07-08 14:39:50.997;ORANGE;
1;111;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-11-29 11:06:32.060;ORANGE;
1;112;S;;3.0000000000;1.0000000000;2.0000000000;.0000000000;2009-06-16 14:26:03.160;GRACILENE;
1;113;S;;3.0000000000;1.0000000000;2.0000000000;.0000000000;2011-02-09 14:36:47.547;ORANGE;
1;114;S;;30.0000000000;25.0000000000;2.0000000000;.0000000000;2012-05-23 14:51:10.810;ORANGE;
1;115;S;;20.0000000000;6.0000000000;2.0000000000;.0000000000;2013-01-14 11:00:01.403;ORANGE;
1;116;S;;500.0000000000;100.0000000000;2.0000000000;.0000000000;2006-11-29 11:06:32.060;ORANGE;
1;117;S;;10.0000000000;5.0000000000;2.0000000000;.0000000000;2011-07-08 15:49:29.187;ORANGE;
1;118;S;;200.0000000000;100.0000000000;2.0000000000;.0000000000;2006-11-29 11:06:32.060;ORANGE;
1;119;S;;10.0000000000;8.0000000000;2.0000000000;.0000000000;2006-11-29 11:06:32.060;ORANGE;
1;120;S;;800.0000000000;85.0000000000;2.0000000000;.0000000000;2009-09-18 08:24:11.187;GRACILENE;
1;121;S;;100.0000000000;10.0000000000;2.0000000000;.0000000000;2006-12-02 09:32:55.780;GRACILENE;
1;122;S;;1000.0000000000;37.0000000000;290.0000000000;.0000000000;2016-04-11 15:36:34.167;ORANGE;
1;123;S;;40.0000000000;6.0000000000;2.0000000000;.0000000000;2012-03-06 10:48:48.000;ORANGE;
1;124;S;;100.0000000000;7.0000000000;2.0000000000;.0000000000;2011-11-16 14:15:02.950;ORANGE;
1;125;S;;10.0000000000;2.0000000000;2.0000000000;.0000000000;2007-03-01 17:17:14.497;GRACILENE;
1;126;S;;100.0000000000;60.0000000000;2.0000000000;.0000000000;2011-11-28 16:10:38.873;ORANGE;
1;127;S;;60.0000000000;8.0000000000;2.0000000000;.0000000000;2007-11-23 11:46:48.937;GRACILENE;
1;128;S;;1000.0000000000;61.0000000000;2.0000000000;.0000000000;2008-03-13 16:36:11.217;GRACILENE;
1;129;S;;30.0000000000;1.0000000000;2.0000000000;.0000000000;2008-03-18 13:13:26.623;GRACILENE;
1;130;S;;200.0000000000;60.0000000000;2.0000000000;.0000000000;2015-03-18 15:28:12.323;ORANGE;
1;131;S;;300.0000000000;5.0000000000;2.0000000000;.0000000000;2012-05-09 11:22:41.280;ORANGE;
1;132;S;;.0000000000;.0000000000;2.0000000000;.0000000000;2007-07-26 10:07:33.653;GRACILENE;
1;133;S;;100.0000000000;11.0000000000;2.0000000000;.0000000000;2007-11-23 11:47:30.250;GRACILENE;
1;134;S;;20.0000000000;7.0000000000;2.0000000000;.0000000000;2007-09-26 08:51:03.450;GRACILENE;
1;135;S;;20.0000000000;7.0000000000;2.0000000000;.0000000000;2007-09-26 08:51:32.297;GRACILENE;
1;136;S;;100.0000000000;10.0000000000;2.0000000000;.0000000000;2009-09-21 11:45:41.670;GRACILENE;
1;137;S;;100.0000000000;10.0000000000;2.0000000000;.0000000000;2007-04-03 15:50:30.090;GRACILENE;
1;138;S;;100.0000000000;11.0000000000;2.0000000000;.0000000000;2007-04-03 15:49:23.467;GRACILENE;
1;139;S;;50.0000000000;20.0000000000;2.0000000000;.0000000000;2006-11-29 11:06:32.060;ORANGE;
1;140;S;;60.0000000000;20.0000000000;2.0000000000;.0000000000;2011-11-22 16:32:39.170;ORANGE;
1;141;S;;12.0000000000;4.0000000000;2.0000000000;.0000000000;2011-09-29 10:19:01.000;ORANGE;
1;142;S;;100.0000000000;20.0000000000;2.0000000000;.0000000000;2009-09-28 17:13:16.467;GRACILENE;
1;143;S;;30.0000000000;10.0000000000;2.0000000000;.0000000000;2006-12-01 16:18:45.107;GRACILENE;
1;144;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-12-01 16:21:35.373;GRACILENE;
1;145;S;;60.0000000000;20.0000000000;2.0000000000;.0000000000;2015-03-18 15:28:12.403;ORANGE;
1;146;S;;10.0000000000;3.0000000000;2.0000000000;.0000000000;2006-12-01 16:19:21.640;GRACILENE;
1;147;S;;50.0000000000;20.0000000000;2.0000000000;.0000000000;2009-09-10 18:00:27.610;GRACILENE;
1;148;S;;50.0000000000;20.0000000000;2.0000000000;.0000000000;2006-11-29 11:06:32.060;ORANGE;
1;149;S;;.0000000000;.0000000000;2.0000000000;.0000000000;2009-10-09 11:04:47.910;ORANGE;
1;150;S;;.0000000000;.0000000000;2.0000000000;.0000000000;2012-08-28 17:49:14.217;ORANGE;
1;151;S;;100.0000000000;53.0000000000;2.0000000000;.0000000000;2012-06-15 09:56:39.153;ORANGE;
1;152;S;;1000.0000000000;20.0000000000;2.0000000000;.0000000000;2014-10-28 17:00:17.927;ORANGE;
1;153;S;;50.0000000000;20.0000000000;2.0000000000;.0000000000;2013-02-27 16:04:01.617;ORANGE;
1;154;S;;155.0000000000;2.0000000000;2.0000000000;.0000000000;2007-05-03 12:15:17.003;GRACILENE;
1;155;S;;52.0000000000;4.0000000000;2.0000000000;.0000000000;2012-10-18 14:58:38.890;ORANGE;
1;156;S;;30.0000000000;3.0000000000;2.0000000000;.0000000000;2009-02-02 16:00:18.513;GRACILENE;
1;157;S;;30.0000000000;2.0000000000;2.0000000000;.0000000000;2011-10-21 15:36:25.513;ORANGE;
1;158;S;;520.0000000000;20.0000000000;2.0000000000;.0000000000;2007-02-24 09:53:58.850;GRACILENE;
1;159;S;;50.0000000000;20.0000000000;2.0000000000;.0000000000;2013-11-04 09:40:22.897;ORANGE;
1;160;S;;50.0000000000;20.0000000000;2.0000000000;.0000000000;2007-02-24 09:54:22.287;GRACILENE;
1;161;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-12-02 09:51:04.560;GRACILENE;
1;162;S;;50.0000000000;20.0000000000;2.0000000000;.0000000000;2006-12-02 09:51:19.297;GRACILENE;
1;163;S;;50.0000000000;10.0000000000;2.0000000000;.0000000000;2006-08-31 12:08:42.603;GRACILENE;
1;164;S;;50.0000000000;20.0000000000;2.0000000000;.0000000000;2006-11-29 11:06:32.060;ORANGE;
1;165;S;;300.0000000000;100.0000000000;2.0000000000;.0000000000;2011-10-11 16:02:41.327;ORANGE;
1;166;S;;50.0000000000;8.0000000000;2.0000000000;.0000000000;2006-11-29 11:06:32.060;ORANGE;
1;167;S;;100.0000000000;50.0000000000;2.0000000000;.0000000000;2006-11-29 11:06:32.060;ORANGE;
1;168;S;;.0000000000;.0000000000;2.0000000000;.0000000000;2011-07-08 15:50:00.903;ORANGE;
1;169;S;;.0000000000;.0000000000;2.0000000000;.0000000000;2011-07-08 15:49:29.293;ORANGE;
1;170;S;;100.0000000000;50.0000000000;2.0000000000;.0000000000;2009-02-02 15:55:38.780;GRACILENE;
1;171;S;;500.0000000000;100.0000000000;2.0000000000;.0000000000;2012-04-17 10:39:20.873;ORANGE;
1;172;S;;200.0000000000;1.0000000000;2.0000000000;.0000000000;2012-07-13 10:38:59.590;ORANGE;
1;173;S;;.0000000000;.0000000000;2.0000000000;.0000000000;2008-06-24 11:38:28.997;GRACILENE;
1;174;S;;.0000000000;2.0000000000;2.0000000000;.0000000000;2009-09-18 08:27:03.843;GRACILENE;
1;175;S;;.0000000000;.0000000000;2.0000000000;.0000000000;2009-08-24 18:05:35.843;GRACILENE;
1;176;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2007-01-25 15:55:01.437;GRACILENE;
1;177;S;;20.0000000000;2.0000000000;2.0000000000;.0000000000;2015-03-10 15:59:16.363;ORANGE;
1;178;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-12-02 09:12:02.700;GRACILENE;
1;179;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-12-02 09:12:11.937;GRACILENE;
1;180;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2009-07-08 08:41:40.250;GRACILENE;
1;181;S;;20.0000000000;17.0000000000;-142.0000000000;.0000000000;2017-04-04 17:58:52.317;ORANGE;
1;182;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2015-03-18 15:28:12.480;ORANGE;
1;183;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2008-07-24 14:31:46.467;GRACILENE;
1;184;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2007-03-29 15:39:02.577;GRACILENE;
1;185;S;;20.0000000000;3.0000000000;2.0000000000;.0000000000;2009-09-24 18:15:23.710;GRACILENE;
1;186;S;;50.0000000000;3.0000000000;2.0000000000;.0000000000;2009-01-19 14:33:40.670;GRACILENE;
1;187;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2008-02-20 13:42:50.340;GRACILENE;
1;188;S;;20.0000000000;24.0000000000;2.0000000000;.0000000000;2009-05-07 09:22:52.980;GRACILENE;
1;189;S;;6.0000000000;2.0000000000;2.0000000000;.0000000000;2007-07-12 08:23:42.107;GRACILENE;
1;190;S;;20.0000000000;12.0000000000;2.0000000000;.0000000000;2009-05-29 17:55:46.777;GRACILENE;
1;191;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2008-02-20 13:44:06.107;GRACILENE;
1;192;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2007-03-29 15:45:22.200;GRACILENE;
1;193;S;;20.0000000000;12.0000000000;2.0000000000;.0000000000;2012-06-15 09:56:39.200;ORANGE;
1;194;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2008-03-18 13:32:35.420;GRACILENE;
1;195;S;;20.0000000000;7.0000000000;2.0000000000;.0000000000;2012-06-15 09:56:39.247;ORANGE;
1;196;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2008-03-18 13:32:43.560;GRACILENE;
1;197;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2008-03-18 13:32:51.280;GRACILENE;
1;198;S;;20.0000000000;1.0000000000;2.0000000000;.0000000000;2006-12-27 10:26:28.310;GRACILENE;
1;199;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2008-03-18 13:32:59.030;GRACILENE;
1;200;N;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2015-01-21 16:06:10.457;ORANGE;
1;201;S;;20.0000000000;55.0000000000;2.0000000000;.0000000000;2013-08-23 10:44:37.413;ORANGE;
1;202;S;;20.0000000000;11.0000000000;2.0000000000;.0000000000;2009-01-07 11:32:32.560;GRACILENE;
1;203;S;;22.0000000000;40.0000000000;2.0000000000;.0000000000;2009-01-07 11:33:10.607;GRACILENE;
1;204;S;;20.0000000000;1.0000000000;2.0000000000;.0000000000;2009-03-17 09:05:28.873;GRACILENE;
1;205;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2008-07-17 14:51:03.327;GRACILENE;
1;206;S;;20.0000000000;10.0000000000;-238.0000000000;.0000000000;2016-04-01 16:19:56.260;ORANGE;
1;207;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-11-14 09:05:52.810;GRACILENE;
1;208;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-11-29 11:06:32.060;ORANGE;
1;209;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2008-03-05 14:06:49.593;GRACILENE;
1;210;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2008-03-05 14:07:01.560;GRACILENE;
1;211;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2009-09-08 13:41:36.293;GRACILENE;
1;212;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2009-08-07 17:44:57.187;GRACILENE;
1;213;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-12-02 10:06:31.013;GRACILENE;
1;214;S;;20.0000000000;30.0000000000;2.0000000000;.0000000000;2009-05-19 11:45:39.623;GRACILENE;
1;215;S;;20.0000000000;1.0000000000;2.0000000000;.0000000000;2009-04-14 09:19:24.310;GRACILENE;
1;216;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-12-19 12:14:59.983;GRACILENE;
1;217;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-12-19 12:14:35.437;GRACILENE;
1;218;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2008-09-10 10:20:16.763;GRACILENE;
1;219;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-12-19 12:14:22.907;GRACILENE;
1;220;S;;20.0000000000;1.0000000000;2.0000000000;.0000000000;2009-08-26 11:15:40.560;GRACILENE;
1;221;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-12-02 10:06:14.607;GRACILENE;
1;222;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-08-31 12:07:46.763;GRACILENE;
1;223;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-08-31 12:07:26.090;GRACILENE;
1;224;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-08-31 12:08:05.107;GRACILENE;
1;225;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-11-29 11:06:32.060;ORANGE;
1;226;S;;20.0000000000;12.0000000000;2.0000000000;.0000000000;2009-09-14 17:32:14.217;GRACILENE;
1;227;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2009-02-27 13:38:53.013;GRACILENE;
1;228;S;;50.0000000000;20.0000000000;2.0000000000;.0000000000;2009-03-11 11:08:19.450;GRACILENE;
1;229;S;;50.0000000000;34.0000000000;2.0000000000;.0000000000;2011-11-22 17:30:07.437;ORANGE;
1;230;S;;50.0000000000;20.0000000000;2.0000000000;.0000000000;2008-12-26 16:51:02.013;GRACILENE;
1;231;S;;50.0000000000;10.0000000000;2.0000000000;.0000000000;2008-03-04 13:47:31.843;GRACILENE;
1;232;S;;50.0000000000;20.0000000000;2.0000000000;.0000000000;2008-03-04 13:48:03.810;GRACILENE;
1;233;S;;50.0000000000;10.0000000000;2.0000000000;.0000000000;2008-03-04 13:47:21.873;GRACILENE;
1;234;S;;50.0000000000;20.0000000000;2.0000000000;.0000000000;2009-09-21 17:47:01.060;GRACILENE;
1;235;S;;50.0000000000;20.0000000000;2.0000000000;.0000000000;2009-09-23 17:32:06.980;GRACILENE;
1;236;S;;50.0000000000;13.0000000000;2.0000000000;.0000000000;2009-08-24 16:24:37.763;GRACILENE;
1;237;S;;.0000000000;.0000000000;2.0000000000;.0000000000;;;
1;238;S;;50.0000000000;2.0000000000;2.0000000000;.0000000000;2008-07-28 15:22:13.643;GRACILENE;
1;239;S;;20.0000000000;19.0000000000;2.0000000000;.0000000000;2008-06-26 16:34:50.560;GRACILENE;
1;240;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-12-20 10:56:17.327;GRACILENE;
1;241;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2006-09-18 11:19:18.763;GRACILENE;
1;242;S;;20.0000000000;10.0000000000;2.0000000000;.0000000000;2007-05-07 08:45:13.187;GRACILENE;
1;243;S;;20.0000000000;12.0000000000;2.0000000000;.0000000000;2008-08-27 15:15:47.433;GRACILENE;
